"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","GeneList","Dataset","Regulation","Source"
"R-DME-69275","G2/M Transition","45/1367","75/4391",1.84972007039107e-07,1.61850506159218e-06,1.09301640523109e-06,"39340/34167/34999/42802/40232/36638/41531/34359/31014/45959/47877/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/2768940/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/44289/35701/38456/40388/42641/34411/46058",45,"CycA, emb, Prosbeta4, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Roc1a, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, flw, Rpt1, Ubi-p63E, Rpn10, Rpn7, Cdk1, Prosbeta1","OSNs","down","Reactome"
"R-DME-2555396","Mitotic Metaphase and Anaphase","55/1367","98/4391",1.95187420713287e-07,1.68870015673294e-06,1.1404208850664e-06,"45906/40542/35336/34549/34999/44072/42802/40232/36638/41531/34359/42753/45959/47877/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/2768940/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44437/42641/32751/35933/34411/40250/32777/34487/42816/38750/46058/44118",55,"mr, Vps24, Fs(2)Ket, Nup160, Prosbeta4, Ran, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Cdc16, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sec13, Rpn7, CG8188, shrb, Cdk1, CG5498, Vps4, Ubc2, Nup98-96, Ist1, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-450531","Regulation of mRNA stability by proteins that bind AU-rich elements","51/1367","89/4391",2.2371768987115e-07,1.91402912445317e-06,1.29259109703331e-06,"37070/43839/41844/34167/41840/37043/34999/36059/41666/32955/42802/36638/41531/34359/39722/43449/36951/40639/39628/39855/40174/36018/38721/32584/31567/45269/33105/326237/34420/32274/44920/41079/40717/42805/44573/37378/37894/33629/32047/31000/39845/32222/33738/42828/35701/38456/40388/42641/48582/32245/46058",51,"pAbp, eIF4G1, Set, emb, Hsc70-4, Mapmodulin, Prosbeta4, 14-3-3zeta, sqd, CG14207, Rpn9, Rpn6, Prosalpha2, Prosalpha6, DCP2, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Tnpo, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Hsp70Ab, Prosbeta3, Rpn5, Rpt5, MAPk-Ak2, Prosalpha3, Rpn8, RpL40, Rpt3, elav, Rpn12, Tis11, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Hsp70Bb, fne, Prosbeta1","OSNs","down","Reactome"
"R-DME-68882","Mitotic Anaphase","54/1367","96/4391",2.28137713389004e-07,1.93039603636849e-06,1.30364407650859e-06,"45906/40542/35336/34549/34999/44072/42802/36638/41531/34359/42753/45959/47877/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/2768940/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44437/42641/32751/35933/34411/40250/32777/34487/42816/38750/46058/44118",54,"mr, Vps24, Fs(2)Ket, Nup160, Prosbeta4, Ran, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Cdc16, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sec13, Rpn7, CG8188, shrb, Cdk1, CG5498, Vps4, Ubc2, Nup98-96, Ist1, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-195721","Signaling by WNT","85/1367","173/4391",3.51427527585714e-07,2.94129561131521e-06,1.98632950374534e-06,"32537/33211/43791/33185/34167/43769/48448/34999/36059/43828/32132/38565/42802/46456/41602/32544/36638/36104/34367/41531/31151/34359/31014/34896/39916/36775/35881/45959/43449/38831/36951/40639/53554/39628/37405/39855/40174/43673/36329/36018/45307/32221/31016/45234/32584/31567/45269/33105/2768940/326237/34420/32274/35742/41079/40717/42525/42805/38146/40221/32987/37378/39753/37894/33629/32047/39845/37536/33738/43856/42828/41140/43162/40090/35701/38456/40388/37356/42641/31144/32752/33752/42465/41551/31248/46058",85,"Chc, AP-2alpha, lgs, kis, emb, pan, CkIIalpha, Prosbeta4, 14-3-3zeta, CaMKII, CkIIbeta, HDAC1, Rpn9, CanB2, CtBP, Gbeta13F, Rpn6, Galphao, Ror, Prosalpha2, arm, Prosalpha6, Roc1a, Cul3, TpnC73F, Rho1, Ggamma1, mts, Rpn2, Rac2, Prosalpha5, Prosbeta7, krz, Prosbeta2, CG9406, Prosbeta6, Rpn1, dco, Cam, Prosalpha7, fz, CkIalpha, SkpA, Ggamma30A, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, AP-2sigma, Rpt5, Rac1, Clc, AP-1-2beta, Prosalpha3, Diap1, Rpn8, RpL40, Rpt3, Rpn12, Vps35, Rpn11, nej, Rpt2, Ras85D, gro, fz2, Rpt1, Ubi-p63E, Rpn10, sktl, Rpn7, Vps26, par-6, TpnC25D, CG17272, Snx3, sgg, Prosbeta1","OSNs","down","Reactome"
"R-DME-1280215","Cytokine Signaling in Immune system","77/1367","153/4391",3.71588882883584e-07,3.07659612710064e-06,2.07770128063939e-06,"38151/43775/43839/36497/3354888/44801/35336/33835/34999/32358/2768679/32888/42802/45525/36638/41531/34359/31014/32796/42428/38613/36080/45959/43449/39583/36951/40639/39628/39855/43354/40174/36018/31016/32584/31567/45269/33105/2768940/326237/34420/32274/35742/41079/40717/42805/34969/44573/39744/37378/37894/33629/32047/39845/33203/33738/42866/42828/3772082/42854/41709/41140/35701/38456/40388/37035/3355084/41020/40987/44432/42641/326255/39173/34127/41087/39241/42821/46058",77,"Herc4, Crk, eIF4G1, drk, rl, bsk, Fs(2)Ket, eIF4A, Prosbeta4, ben, p38c, CG7378, Rpn9, eIF4E1, Rpn6, Prosalpha2, Prosalpha6, Roc1a, ari-1, Stat92E, Uev1A, Syb, mts, Rpn2, bbg, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Gp93, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, cact, MAPk-Ak2, brm, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Pi3K21B, Rpn11, p38a, Rpt2, kay, Syx1A, foxo, Ras85D, Rpt1, Ubi-p63E, Rpn10, Ubc10, Snap25, Mkk4, CG7483, IKKbeta, Rpn7, eIF4EHP, Dronc, Pvr, Rel, JIL-1, Pli, Prosbeta1","OSNs","down","Reactome"
"R-DME-1169091","Activation of NF-kappaB in B cells","32/1367","48/4391",3.82218868321774e-07,3.13094179369964e-06,2.11440225029067e-06,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/34969/37378/37894/32047/39845/33738/42828/35701/40388/42641/41087/46058",32,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-5607764","CLEC7A (Dectin-1) signaling","43/1367","72/4391",4.17938239399193e-07,3.38749941407767e-06,2.28766194197453e-06,"34999/42802/46456/36638/41531/34359/39916/43449/36951/40639/39628/37405/39855/40174/36329/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/34969/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/44432/42641/33752/42465/41087/46058",43,"Prosbeta4, Rpn9, CanB2, Rpn6, Prosalpha2, Prosalpha6, TpnC73F, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, CG9406, Prosbeta6, Rpn1, Cam, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, IKKbeta, Rpn7, TpnC25D, CG17272, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-174143","APC/C-mediated degradation of cell cycle proteins","45/1367","77/4391",5.39061939275761e-07,4.27915147672512e-06,2.88981658168449e-06,"39340/45906/34999/42802/40232/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/35522/42641/42453/32751/34411/34487/46058/44118",45,"CycA, mr, Prosbeta4, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, BubR1, Rpn7, Cdk2, CG8188, Cdk1, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-453276","Regulation of mitotic cell cycle","45/1367","77/4391",5.39061939275761e-07,4.27915147672512e-06,2.88981658168449e-06,"39340/45906/34999/42802/40232/36638/41531/34359/42753/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/35522/42641/42453/32751/34411/34487/46058/44118",45,"CycA, mr, Prosbeta4, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, BubR1, Rpn7, Cdk2, CG8188, Cdk1, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-351202","Metabolism of polyamines","33/1367","51/4391",7.1499549051364e-07,5.6178217111786e-06,3.7938536231336e-06,"41167/34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/37378/37894/32047/39845/33738/42828/35701/34396/40388/42641/39403/46058",33,"SpdS, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, SamDC, Rpn10, Rpn7, Sms, Prosbeta1","OSNs","down","Reactome"
"R-DME-350562","Regulation of ornithine decarboxylase (ODC)","30/1367","45/4391",8.91658785842524e-07,6.9351238898863e-06,4.68346028927386e-06,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/32274/41079/40717/42805/37378/37894/32047/39845/33738/42828/35701/40388/42641/46058",30,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-68949","Orc1 removal from chromatin","40/1367","67/4391",1.07786031269484e-06,8.29952440775023e-06,5.60487362601314e-06,"39340/34999/42802/36638/41531/34359/31014/43449/36951/40639/39628/39855/40174/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/39014/42453/46058",40,"CycA, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Mcm7, Cdk2, Prosbeta1","OSNs","down","Reactome"
"R-DME-68886","M Phase","76/1367","156/4391",2.26314611907833e-06,1.72536882345575e-05,1.16518414051557e-05,"3355136/45906/42524/3354896/41844/41289/3354888/40542/35336/34527/48448/34549/34999/44072/32132/42802/40232/36638/41531/34359/32630/36615/42753/35512/45959/47877/43449/36951/40639/39628/39855/40174/41785/36018/32584/31567/45269/33105/2768940/326237/33782/34420/32274/41079/40717/42853/42805/36653/37378/37894/33629/32047/39845/39879/36286/33738/42828/35701/38456/40388/44437/42641/39554/40177/32751/35933/34411/40250/32777/35577/34487/42816/38750/46058/44118/35001",76,"Nipped-B, mr, Rab1, vtd, Set, Cap-H2, rl, Vps24, Fs(2)Ket, Nup154, CkIIalpha, Nup160, Prosbeta4, Ran, CkIIbeta, Rpn9, polo, Rpn6, Prosalpha2, Prosalpha6, Nup153, LamC, Cdc16, Gp210, mts, tws, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, Lam, RpS27A, REG, Prosbeta3, Rpn5, SMC1, Rpt5, SMC2, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, nudC, pds5, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Sec13, Rpn7, endos, Grasp65, CG8188, shrb, Cdk1, CG5498, Vps4, Rab2, Ubc2, Nup98-96, Ist1, Prosbeta1, vih, glu","OSNs","down","Reactome"
"R-DME-6807070","PTEN Regulation","50/1367","92/4391",2.57282234754485e-06,1.94222863491131e-05,1.31163492227777e-05,"43991/48448/32169/34999/32132/38565/42802/36638/41531/34359/34433/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/3354925/34420/32274/41079/40717/42805/40170/117332/37378/39753/37894/33629/32047/41071/39845/33738/39958/42828/34530/35701/38456/40388/42641/39212/35524/44131/46058",50,"Pten, CkIIalpha, Usp7, Prosbeta4, CkIIbeta, HDAC1, Rpn9, Rpn6, Prosalpha2, Prosalpha6, STUB1, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, Maf1, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Mi-2, Rheb, Prosalpha3, Diap1, Rpn8, RpL40, Rpt3, RagA-B, Rpn12, Rpn11, Nedd4, Rpt2, Samuel, Rpt1, Ubi-p63E, Rpn10, Rpn7, simj, Src42A, Mkrn1, Prosbeta1","OSNs","down","Reactome"
"R-DME-2454202","Fc epsilon receptor (FCERI) signaling","47/1367","85/4391",2.70480333886708e-06,2.02203744750258e-05,1.36553178272901e-05,"36497/3354888/44801/34999/42802/46456/36638/41531/34359/39916/43449/36951/40639/39628/37405/39855/40174/36329/36018/32584/31567/45269/33105/32274/41079/40717/42805/34969/38146/37378/37894/32047/39845/33203/33738/42828/3772082/41140/35701/40388/41020/42641/33752/42465/38017/41087/46058",47,"drk, rl, bsk, Prosbeta4, Rpn9, CanB2, Rpn6, Prosalpha2, Prosalpha6, TpnC73F, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, CG9406, Prosbeta6, Rpn1, Cam, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, cact, Rac1, Prosalpha3, Rpn8, Rpt3, Rpn12, Pi3K21B, Rpn11, Rpt2, kay, Ras85D, Rpt1, Rpn10, Mkk4, Rpn7, TpnC25D, CG17272, Pdk1, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-1257604","PIP3 activates AKT signaling","67/1367","134/4391",2.90720825115406e-06,2.15245226287368e-05,1.45360412557703e-05,"43991/39872/36497/3885565/64880/48448/32169/34999/32132/38565/42802/36638/41531/34359/34433/45959/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/2768940/326237/3354925/34420/32274/41079/40717/42805/40170/117332/37378/39753/37894/33629/32047/41071/39845/33203/33738/39958/42828/34530/41709/35701/38456/40388/37356/36001/44432/42641/38654/37455/39212/39173/35524/44131/38017/34127/38912/46058",67,"Pten, CG9701, drk, PIP4K, chico, CkIIalpha, Usp7, Prosbeta4, CkIIbeta, HDAC1, Rpn9, Rpn6, Prosalpha2, Prosalpha6, STUB1, mts, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, Maf1, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Mi-2, Rheb, Prosalpha3, Diap1, Rpn8, RpL40, Rpt3, RagA-B, Rpn12, Pi3K21B, Rpn11, Nedd4, Rpt2, Samuel, foxo, Rpt1, Ubi-p63E, Rpn10, sktl, dap, IKKbeta, Rpn7, S6k, Egfr, simj, Dronc, Src42A, Mkrn1, Pdk1, Pvr, ERR, Prosbeta1","OSNs","down","Reactome"
"R-DME-611105","Respiratory electron transport","49/1367","90/4391",3.0287700359092e-06,2.22109802633341e-05,1.49996230349789e-05,"3355155/43798/41800/34374/39846/36252/5740185/44390/31578/38612/40390/35279/35491/317928/5740593/33852/32740/31762/50002/40272/37728/40995/46260/33918/41432/44228/50246/32989/34996/33744/37385/37946/33443/44207/39950/45401/33528/42591/36159/38154/39214/35100/32565/37466/31604/32936/32434/42282/34747",49,"ND-AGGG, ND-49, UQCR-C1, CG4957, UQCR-C2, wal, UQCR-11, RFeSP, ND-B16.6, Cyt-c1, COX8, COX4, COX4L, ND-MLRQ, ND-MWFE, ND-51, ND-24, ND-75, COX7A, ND-39, levy, COX7AL, ND-SGDH, COX5B, COX5A, ND-PDSW, COX7C, COX6B, Cyt-c-p, ND-13A, ND-B14.7, ND-19, ND-B17.2, ND-23, UQCR-Q, ox, ND-B14.5B, ND-42, ND-B14, ND-ACP, ND-13B, bsf, ND-20, ND-B12, ND-ASHI, ND-18, ND-B18, NP15.6, ND-B22","OSNs","down","Reactome"
"R-DME-1168372","Downstream signaling events of B Cell Receptor (BCR)","39/1367","67/4391",3.56338906864873e-06,2.58849960647125e-05,1.74807765631825e-05,"34999/42802/46456/36638/37214/41531/34359/39916/43449/36951/40639/39628/37405/39855/40174/36329/36018/32584/31567/45269/33105/32274/41079/40717/42805/34969/37378/37894/32047/39845/33738/42828/35701/40388/42641/33752/42465/41087/46058",39,"Prosbeta4, Rpn9, CanB2, Rpn6, Fkbp12, Prosalpha2, Prosalpha6, TpnC73F, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, CG9406, Prosbeta6, Rpn1, Cam, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, REG, Prosbeta3, Rpn5, Rpt5, cact, Prosalpha3, Rpn8, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Rpn10, Rpn7, TpnC25D, CG17272, Rel, Prosbeta1","OSNs","down","Reactome"
"R-DME-449147","Signaling by Interleukins","65/1367","130/4391",4.09503856223269e-06,2.93177830978478e-05,1.97990223517933e-05,"43775/36497/3354888/44801/34999/32358/2768679/32888/42802/36638/41531/34359/31014/42428/38613/36080/45959/43449/39583/36951/40639/39628/39855/43354/40174/36018/31016/32584/31567/45269/33105/2768940/326237/34420/32274/35742/41079/40717/42805/34969/44573/39744/37378/37894/33629/32047/39845/33203/33738/42866/42828/3772082/42854/35701/38456/40388/3355084/41020/44432/42641/39173/41087/39241/42821/46058",65,"Crk, drk, rl, bsk, Prosbeta4, ben, p38c, CG7378, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Stat92E, Uev1A, Syb, mts, Rpn2, bbg, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Gp93, Rpn1, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Pp2A-29B, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, cact, MAPk-Ak2, brm, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Pi3K21B, Rpn11, p38a, Rpt2, kay, Syx1A, Rpt1, Ubi-p63E, Rpn10, Snap25, Mkk4, IKKbeta, Rpn7, Dronc, Rel, JIL-1, Pli, Prosbeta1","OSNs","down","Reactome"
"R-DME-68827","CDT1 association with the CDC6:ORC:origin complex","34/1367","56/4391",4.11210464229554e-06,2.93177830978478e-05,1.97990223517933e-05,"34999/42802/36638/41531/34359/43449/36951/40639/39628/39855/40174/36018/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/46058",34,"Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, Prosalpha7, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Prosbeta1","OSNs","down","Reactome"
"R-DME-69052","Switching of origins to a post-replicative state","46/1367","84/4391",4.93026716125167e-06,3.48284927904934e-05,2.35205405857878e-05,"39340/45906/34999/42802/36638/41531/34359/31014/42753/43449/36951/40639/39628/39855/40174/41785/36018/31016/32584/31567/45269/33105/326237/34420/32274/35742/41079/40717/42805/37378/37894/33629/32047/39845/33738/42828/35701/38456/40388/42641/39014/42453/32751/34487/46058/44118",46,"CycA, mr, Prosbeta4, Rpn9, Rpn6, Prosalpha2, Prosalpha6, Roc1a, Cdc16, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, eff, Prosalpha7, SkpA, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Cul1, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, Rpt2, Rpt1, Ubi-p63E, Rpn10, Rpn7, Mcm7, Cdk2, CG8188, Ubc2, Prosbeta1, vih","OSNs","down","Reactome"
"R-DME-201681","TCF dependent signaling in response to WNT","53/1367","101/4391",5.26090843945937e-06,3.68263590762156e-05,2.48697489865352e-05,"43791/33185/34167/43769/48448/34999/36059/32132/38565/42802/41602/36638/41531/31151/34359/31014/34896/43449/36951/40639/39628/39855/40174/43673/36018/45307/32584/31567/45269/33105/326237/34420/32274/41079/40717/42805/37378/39753/37894/33629/32047/39845/33738/43856/42828/43162/35701/38456/40388/37356/42641/31248/46058",53,"lgs, kis, emb, pan, CkIIalpha, Prosbeta4, 14-3-3zeta, CkIIbeta, HDAC1, Rpn9, CtBP, Rpn6, Prosalpha2, arm, Prosalpha6, Roc1a, Cul3, Rpn2, Prosalpha5, Prosbeta7, Prosbeta2, Prosbeta6, Rpn1, dco, Prosalpha7, fz, Prosalpha4, Rpt4, Prosbeta5, Rpt6, Ubi-p5E, RpS27A, REG, Prosbeta3, Rpn5, Rpt5, Prosalpha3, Diap1, Rpn8, RpL40, Rpt3, Rpn12, Rpn11, nej, Rpt2, gro, Rpt1, Ubi-p63E, Rpn10, sktl, Rpn7, sgg, Prosbeta1","OSNs","down","Reactome"
"R-DME-9716542","Signaling by Rho GTPases, Miro GTPases and RHOBTB3","101/1367","227/4391",9.57799536863678e-06,6.64419498545074e-05,4.48698882134335e-05,"43803/32537/3355133/36542/35496/31521/38231/32526/32746/31838/38389/37230/38001/3354888/38879/32910/33165/32518/39561/36040/42066/3355131/31349/41441/34225/36059/37368/44885/44679/246497/34030/34793/35311/5740235/44205/31151/41852/31166/40179/31474/41853/42889/34896/38534/42186/43749/36775/32981/33781/43781/36683/36080/32425/41054/32623/40462/38831/48632/31554/43323/42841/31945/32548/33782/44448/43974/40158/32522/36915/37893/37858/38146/38646/41749/43587/33346/35158/32573/33203/34485/37006/42745/44289/35950/40249/36726/3355084/35554/39258/38898/32752/31581/32437/32948/38937/38017/45683/43916/35340/38912/40608",101,"Eph, Chc, conu, shot, CG30440, Act5C, alpha-Spec, CG33172, beta-Spec, CCT2, Hsp83, hts, zip, rl, pbl, Ulp1, Zir, CCT6, Frl, TER94, cher, cta, Vap33, Cad87A, alien, 14-3-3zeta, Act57B, mys, ergic53, HSPC300, Ziz, Arpc1, Arpc2, RhoGAP1A, spen, arm, Tm1, Actn, RhoGDI, Mlc-c, Tm2, jar, Cul3, Cip4, 14-3-3epsilon, faf, Rho1, Cdc42, Hel25E, RhoGAP102A, CG11807, Syb, Flo2, CCT7, Arp2, Hem, Rac2, Act87E, sqh, Mlc1, Rab7, RhoU, MSBP, Lam, scrib, trio, TORIP, Graf, RhoGEF2, Slik, gek, Rac1, Txl, cv-c, Mlc2, cpb, Swip-1, Nipsnap, Pi3K21B, CG17124, P32, fzo, flw, Pkn, RhoBTB, Flo1, Snap25, Pld, IRSp53, Arp3, par-6, Marf, Lsd-2, Tao, Cpsf6, Pdk1, milt, Rok, dia, ERR, Cdep","OSNs","down","Reactome"
