Geneid,transcript_id,transcript_symbol,gene_symbol,rGAL4_lnRi_0.7_1,rGAL4_lnRi_0.7_2,rGAL4_lnRi_0.7_3,log2FoldChange,padj,DA
FBgn0035321,FBtr0072907;FBtr0072908;FBtr0072905;FBtr0072906;FBtr0072908;FBtr0072907;FBtr0072906;FBtr0072905;FBtr0072908;FBtr0072907;FBtr0072906;FBtr0072905;FBtr0072907;FBtr0072905;FBtr0072906;FBtr0072908;FBtr0072905,CG1275-RA;CG1275-RD;CG1275-RB;CG1275-RC;CG1275-RD;CG1275-RA;CG1275-RC;CG1275-RB;CG1275-RD;CG1275-RA;CG1275-RC;CG1275-RB;CG1275-RA;CG1275-RB;CG1275-RC;CG1275-RD;CG1275-RB,CG1275,450,466,243,1.354041759,3.65E-05,1
FBgn0000150,FBtr0339146;FBtr0346150;FBtr0346611;FBtr0339146;FBtr0346150;FBtr0346611,awd-RC;awd-RD;awd-RE;awd-RC;awd-RD;awd-RE,awd,1099,688,627,-1.031532673,3.94E-05,-1
FBgn0041581,FBtr0087438;FBtr0300942;FBtr0087438;FBtr0300942,AttB-RA;AttB-RB;AttB-RA;AttB-RB,AttB,70,49,26,2.53899173,3.95E-05,1
FBgn0036039,FBtr0089411;FBtr0114566;FBtr0089410;FBtr0114566;FBtr0089411;FBtr0089410;FBtr0114566;FBtr0089411;FBtr0089410;FBtr0114566;FBtr0089410;FBtr0114566;FBtr0089410;FBtr0089411;FBtr0089411;FBtr0089410,Naa60-RA;Naa60-RC;Naa60-RB;Naa60-RC;Naa60-RA;Naa60-RB;Naa60-RC;Naa60-RA;Naa60-RB;Naa60-RC;Naa60-RB;Naa60-RC;Naa60-RB;Naa60-RA;Naa60-RA;Naa60-RB,Naa60,244,201,99,1.391009232,4.02E-05,1
FBgn0032400,FBtr0080306,CG6770-RA,CG6770,5647,3405,2903,-0.890638205,4.11E-05,-1
FBgn0040383,FBtr0343759;FBtr0343759;FBtr0070134;FBtr0343759;FBtr0070134,CG5254-RB;CG5254-RB;CG5254-RA;CG5254-RB;CG5254-RA,CG5254,205,114,144,-1.200418941,4.26E-05,-1
FBgn0033978,FBtr0087452,Cyp6a23-RA,Cyp6a23,56,22,19,-1.647484016,4.57E-05,-1
FBgn0024248,FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0303904;FBtr0080088;FBtr0333412;FBtr0333412;FBtr0080088;FBtr0303904,chico-RC;chico-RB;chico-RA;chico-RC;chico-RB;chico-RA;chico-RC;chico-RB;chico-RA;chico-RC;chico-RB;chico-RA;chico-RC;chico-RB;chico-RA;chico-RC;chico-RB;chico-RA;chico-RC;chico-RB;chico-RA;chico-RC;chico-RB;chico-RA;chico-RC;chico-RC;chico-RA;chico-RB,chico,211,184,102,1.35762819,4.61E-05,1
FBgn0262570,FBtr0345650;FBtr0304897;FBtr0304897;FBtr0345650;FBtr0304897;FBtr0345650;FBtr0304897;FBtr0345650;FBtr0304897;FBtr0345650;FBtr0304897;FBtr0345650;FBtr0345650;FBtr0304897,CG43110-RB;CG43110-RA;CG43110-RA;CG43110-RB;CG43110-RA;CG43110-RB;CG43110-RA;CG43110-RB;CG43110-RA;CG43110-RB;CG43110-RA;CG43110-RB;CG43110-RB;CG43110-RA,CG43110,290,196,85,1.540603703,4.72E-05,1
FBgn0067102,FBtr0071755,GlcT-RA,GlcT,211,262,133,1.372578546,4.98E-05,1
FBgn0260780,FBtr0342743;FBtr0342742;FBtr0073573;FBtr0342743;FBtr0342742;FBtr0073573;FBtr0342742;FBtr0073573;FBtr0342743;FBtr0073573;FBtr0342742;FBtr0342743;FBtr0342742;FBtr0073573;FBtr0342743;FBtr0342742;FBtr0073573;FBtr0342743;FBtr0342742;FBtr0073573;FBtr0342743;FBtr0342742;FBtr0073573;FBtr0342743;FBtr0342742;FBtr0073573,wisp-RC;wisp-RB;wisp-RA;wisp-RC;wisp-RB;wisp-RA;wisp-RB;wisp-RA;wisp-RC;wisp-RA;wisp-RB;wisp-RC;wisp-RB;wisp-RA;wisp-RC;wisp-RB;wisp-RA;wisp-RC;wisp-RB;wisp-RA;wisp-RC;wisp-RB;wisp-RA;wisp-RC;wisp-RB;wisp-RA,wisp,1321,724,477,2.737534273,4.99E-05,1
FBgn0004654,FBtr0070384;FBtr0331410;FBtr0070384;FBtr0331410;FBtr0070384;FBtr0331410,Pgd-RA;Pgd-RB;Pgd-RA;Pgd-RB;Pgd-RA;Pgd-RB,Pgd,857,415,237,-1.262795935,4.99E-05,-1
FBgn0261445,FBtr0076938,sgl-RA,sgl,307,290,163,1.203481528,5.00E-05,1
FBgn0037942,FBtr0082430;FBtr0335211;FBtr0082430;FBtr0335211;FBtr0082430;FBtr0335211,CG14721-RA;CG14721-RB;CG14721-RA;CG14721-RB;CG14721-RA;CG14721-RB,CG14721,44,25,26,-1.582028007,5.13E-05,-1
FBgn0040285,FBtr0332592;FBtr0074079;FBtr0332591;FBtr0332591;FBtr0332592;FBtr0332591;FBtr0074079;FBtr0332592;FBtr0332591;FBtr0074079;FBtr0332592;FBtr0332591;FBtr0074079;FBtr0332592;FBtr0332591;FBtr0074079,Scamp-RD;Scamp-RA;Scamp-RC;Scamp-RC;Scamp-RD;Scamp-RC;Scamp-RA;Scamp-RD;Scamp-RC;Scamp-RA;Scamp-RD;Scamp-RC;Scamp-RA;Scamp-RD;Scamp-RC;Scamp-RA,Scamp,941,905,508,1.048835765,5.22E-05,1
FBgn0015521,FBtr0273293;FBtr0077622;FBtr0077623;FBtr0335131;FBtr0077621;FBtr0077622;FBtr0077623;FBtr0273293;FBtr0335131;FBtr0077621;FBtr0273293;FBtr0077622;FBtr0077623;FBtr0335131;FBtr0077621;FBtr0077622;FBtr0077621;FBtr0077623;FBtr0335131;FBtr0077623,RpS21-RE;RpS21-RD;RpS21-RB;RpS21-RF;RpS21-RA;RpS21-RD;RpS21-RB;RpS21-RE;RpS21-RF;RpS21-RA;RpS21-RE;RpS21-RD;RpS21-RB;RpS21-RF;RpS21-RA;RpS21-RD;RpS21-RA;RpS21-RB;RpS21-RF;RpS21-RB,RpS21,2797,1872,1643,-0.844466695,5.26E-05,-1
FBgn0000422,FBtr0290291;FBtr0081167;FBtr0081166;FBtr0290291;FBtr0081166;FBtr0081167;FBtr0081167;FBtr0081167;FBtr0081166,Ddc-RD;Ddc-RC;Ddc-RB;Ddc-RD;Ddc-RB;Ddc-RC;Ddc-RC;Ddc-RC;Ddc-RB,Ddc,59,32,49,-1.687980269,5.29E-05,-1
FBgn0014931,FBtr0081757;FBtr0304703;FBtr0081757;FBtr0304703;FBtr0081757;FBtr0304703,kipf-RA;kipf-RB;kipf-RA;kipf-RB;kipf-RA;kipf-RB,kipf,121,70,46,1.779316782,5.32E-05,1
FBgn0032138,FBtr0079848,CG4364-RA,CG4364,1362,993,716,0.895209641,5.39E-05,1
FBgn0025682,FBtr0089942;FBtr0089941;FBtr0089941;FBtr0089942,scf-RA;scf-RB;scf-RB;scf-RA,scf,2736,2646,1405,1.195895208,5.41E-05,1
FBgn0014906,FBtr0332371;FBtr0308315;FBtr0077576;FBtr0332371;FBtr0332371;FBtr0308315;FBtr0077576;FBtr0332371;FBtr0077576;FBtr0308315;FBtr0332371;FBtr0077576;FBtr0308315;FBtr0332371;FBtr0077576;FBtr0308315,Hydr2-RC;Hydr2-RB;Hydr2-RA;Hydr2-RC;Hydr2-RC;Hydr2-RB;Hydr2-RA;Hydr2-RC;Hydr2-RA;Hydr2-RB;Hydr2-RC;Hydr2-RA;Hydr2-RB;Hydr2-RC;Hydr2-RA;Hydr2-RB,Hydr2,623,689,298,1.235469945,5.51E-05,1
FBgn0038039,FBtr0082584;FBtr0082585;FBtr0082584;FBtr0082584;FBtr0082585;FBtr0082584;FBtr0082585;FBtr0082585;FBtr0082584,CG5196-RA;CG5196-RB;CG5196-RA;CG5196-RA;CG5196-RB;CG5196-RA;CG5196-RB;CG5196-RB;CG5196-RA,CG5196,877,612,387,1.195483626,5.51E-05,1
FBgn0037244,FBtr0290222,CG14647-RB,CG14647,65,37,26,-1.434394139,5.58E-05,-1
FBgn0026409,FBtr0075718;FBtr0308595;FBtr0075719;FBtr0075719;FBtr0308595;FBtr0075718;FBtr0075719;FBtr0308595;FBtr0075718;FBtr0075719;FBtr0308595;FBtr0075718,Mpcp2-RA;Mpcp2-RC;Mpcp2-RB;Mpcp2-RB;Mpcp2-RC;Mpcp2-RA;Mpcp2-RB;Mpcp2-RC;Mpcp2-RA;Mpcp2-RB;Mpcp2-RC;Mpcp2-RA,Mpcp2,6295,4418,2925,0.88402828,5.71E-05,1
FBgn0027608,FBtr0306153;FBtr0300911;FBtr0300910;FBtr0300907;FBtr0300909;FBtr0078672;FBtr0078674;FBtr0300906;FBtr0078675;FBtr0306153;FBtr0306153;FBtr0300911;FBtr0300910;FBtr0300909;FBtr0300907;FBtr0300906;FBtr0078672;FBtr0078674;FBtr0078675;FBtr0306153;FBtr0300911;FBtr0300910;FBtr0300909;FBtr0300906;FBtr0300907;FBtr0078672;FBtr0078674;FBtr0078675;FBtr0300913;FBtr0078676;FBtr0300912;FBtr0300911;FBtr0300907;FBtr0300910;FBtr0300906;FBtr0078674;FBtr0306153;FBtr0300913;FBtr0300912;FBtr0300911;FBtr0300910;FBtr0300909;FBtr0300907;FBtr0300906;FBtr0078672;FBtr0078674;FBtr0078676;FBtr0078675;FBtr0306153;FBtr0300912;FBtr0300913;FBtr0300911;FBtr0300910;FBtr0300909;FBtr0300907;FBtr0300906;FBtr0078672;FBtr0078674;FBtr0078676;FBtr0078675;FBtr0306153;FBtr0300913;FBtr0300912;FBtr0300911;FBtr0300910;FBtr0300909;FBtr0300907;FBtr0300906;FBtr0078672;FBtr0078676;FBtr0078674;FBtr0078675;FBtr0306153;FBtr0300913;FBtr0300912;FBtr0300911;FBtr0300910;FBtr0300909;FBtr0300907;FBtr0300906;FBtr0078672;FBtr0078674;FBtr0078676;FBtr0078675;FBtr0300906;FBtr0078676;FBtr0078675;FBtr0300912;FBtr0300913;FBtr0300911;FBtr0300910;FBtr0300909;FBtr0300907;FBtr0078672;FBtr0078674;FBtr0300911;FBtr0300909;FBtr0078674;FBtr0306153;FBtr0300913;FBtr0300912;FBtr0300910;FBtr0300907;FBtr0078672,CG2082-RO;CG2082-RL;CG2082-RK;CG2082-RH;CG2082-RJ;CG2082-RC;CG2082-RB;CG2082-RG;CG2082-RA;CG2082-RO;CG2082-RO;CG2082-RL;CG2082-RK;CG2082-RJ;CG2082-RH;CG2082-RG;CG2082-RC;CG2082-RB;CG2082-RA;CG2082-RO;CG2082-RL;CG2082-RK;CG2082-RJ;CG2082-RG;CG2082-RH;CG2082-RC;CG2082-RB;CG2082-RA;CG2082-RN;CG2082-RD;CG2082-RM;CG2082-RL;CG2082-RH;CG2082-RK;CG2082-RG;CG2082-RB;CG2082-RO;CG2082-RN;CG2082-RM;CG2082-RL;CG2082-RK;CG2082-RJ;CG2082-RH;CG2082-RG;CG2082-RC;CG2082-RB;CG2082-RD;CG2082-RA;CG2082-RO;CG2082-RM;CG2082-RN;CG2082-RL;CG2082-RK;CG2082-RJ;CG2082-RH;CG2082-RG;CG2082-RC;CG2082-RB;CG2082-RD;CG2082-RA;CG2082-RO;CG2082-RN;CG2082-RM;CG2082-RL;CG2082-RK;CG2082-RJ;CG2082-RH;CG2082-RG;CG2082-RC;CG2082-RD;CG2082-RB;CG2082-RA;CG2082-RO;CG2082-RN;CG2082-RM;CG2082-RL;CG2082-RK;CG2082-RJ;CG2082-RH;CG2082-RG;CG2082-RC;CG2082-RB;CG2082-RD;CG2082-RA;CG2082-RG;CG2082-RD;CG2082-RA;CG2082-RM;CG2082-RN;CG2082-RL;CG2082-RK;CG2082-RJ;CG2082-RH;CG2082-RC;CG2082-RB;CG2082-RL;CG2082-RJ;CG2082-RB;CG2082-RO;CG2082-RN;CG2082-RM;CG2082-RK;CG2082-RH;CG2082-RC,CG2082,154,92,78,1.701626234,5.76E-05,1
FBgn0034674,FBtr0071726;FBtr0345537;FBtr0071726;FBtr0345537;FBtr0071726;FBtr0345537;FBtr0345537;FBtr0071726;FBtr0345537;FBtr0071726,CG9304-RA;CG9304-RB;CG9304-RA;CG9304-RB;CG9304-RA;CG9304-RB;CG9304-RB;CG9304-RA;CG9304-RB;CG9304-RA,CG9304,322,292,158,1.21904335,5.84E-05,1
FBgn0039543,FBtr0452077;FBtr0452076;FBtr0085238;FBtr0085236;FBtr0085239;FBtr0085240;FBtr0452077;FBtr0452076;FBtr0085238;FBtr0085236;FBtr0085239;FBtr0085240;FBtr0452076;FBtr0452077;FBtr0085236;FBtr0085238;FBtr0085240;FBtr0085239;FBtr0452077;FBtr0452076;FBtr0085236;FBtr0085238;FBtr0085240;FBtr0085239;FBtr0452077;FBtr0452076;FBtr0085238;FBtr0085236;FBtr0085240;FBtr0085239;FBtr0085240;FBtr0452077;FBtr0452076;FBtr0085238;FBtr0085239;FBtr0452077;FBtr0085236,CROT-RG;CROT-RF;CROT-RA;CROT-RB;CROT-RD;CROT-RE;CROT-RG;CROT-RF;CROT-RA;CROT-RB;CROT-RD;CROT-RE;CROT-RF;CROT-RG;CROT-RB;CROT-RA;CROT-RE;CROT-RD;CROT-RG;CROT-RF;CROT-RB;CROT-RA;CROT-RE;CROT-RD;CROT-RG;CROT-RF;CROT-RA;CROT-RB;CROT-RE;CROT-RD;CROT-RE;CROT-RG;CROT-RF;CROT-RA;CROT-RD;CROT-RG;CROT-RB,CROT,1422,1131,725,0.947901468,5.84E-05,1
FBgn0052675,FBtr0334457;FBtr0300569;FBtr0346377;FBtr0071500;FBtr0071501;FBtr0071499;FBtr0334457;FBtr0346377;FBtr0300569;FBtr0071501;FBtr0071499;FBtr0071500;FBtr0334457;FBtr0346377;FBtr0071501;FBtr0300569;FBtr0071500;FBtr0071499;FBtr0346377;FBtr0334457;FBtr0300569;FBtr0071501;FBtr0071500;FBtr0071499;FBtr0334457;FBtr0300569;FBtr0346377;FBtr0071500;FBtr0071499,Tango5-RE;Tango5-RD;Tango5-RF;Tango5-RA;Tango5-RC;Tango5-RB;Tango5-RE;Tango5-RF;Tango5-RD;Tango5-RC;Tango5-RB;Tango5-RA;Tango5-RE;Tango5-RF;Tango5-RC;Tango5-RD;Tango5-RA;Tango5-RB;Tango5-RF;Tango5-RE;Tango5-RD;Tango5-RC;Tango5-RA;Tango5-RB;Tango5-RE;Tango5-RD;Tango5-RF;Tango5-RA;Tango5-RB,Tango5,200,209,103,1.40245518,5.92E-05,1
FBgn0043853,FBtr0081560,scaRNA:MeU5-C46-RA,scaRNA:MeU5-C46,484,386,407,-1.10035838,6.01E-05,-1
FBgn0033761,FBtr0087880,CG8778-RA,CG8778,36,35,19,-1.572060952,6.04E-05,-1
FBgn0013981,FBtr0082962;FBtr0082963;FBtr0082964;FBtr0334029;FBtr0082963;FBtr0082962;FBtr0334029;FBtr0082964;FBtr0082963;FBtr0082962;FBtr0334029,His4r-RA;His4r-RB;His4r-RC;His4r-RD;His4r-RB;His4r-RA;His4r-RD;His4r-RC;His4r-RB;His4r-RA;His4r-RD,His4r,670,465,401,-1.124902603,6.04E-05,-1
FBgn0050460,FBtr0300958;FBtr0273340;FBtr0273341;FBtr0113378;FBtr0087012;FBtr0087010;FBtr0087011;FBtr0087009;FBtr0302611;FBtr0300958;FBtr0273341;FBtr0273340;FBtr0113378;FBtr0087012;FBtr0087011;FBtr0087010;FBtr0087009;FBtr0302611;FBtr0300958;FBtr0273340;FBtr0113378;FBtr0087012;FBtr0087011;FBtr0087010;FBtr0302611;FBtr0300958;FBtr0113378;FBtr0273340;FBtr0087012;FBtr0087011;FBtr0087010;FBtr0302611;FBtr0300958;FBtr0273341;FBtr0273340;FBtr0113378;FBtr0087012;FBtr0087011;FBtr0087010;FBtr0087009;FBtr0302611;FBtr0300958;FBtr0273341;FBtr0273340;FBtr0113378;FBtr0087011;FBtr0087010;FBtr0087009;FBtr0300958;FBtr0273341;FBtr0273340;FBtr0113378;FBtr0087011;FBtr0087010;FBtr0087009;FBtr0273341;FBtr0087010;FBtr0273340;FBtr0113378;FBtr0113378,CG30460-RH;CG30460-RF;CG30460-RG;CG30460-RE;CG30460-RD;CG30460-RC;CG30460-RA;CG30460-RB;CG30460-RI;CG30460-RH;CG30460-RG;CG30460-RF;CG30460-RE;CG30460-RD;CG30460-RA;CG30460-RC;CG30460-RB;CG30460-RI;CG30460-RH;CG30460-RF;CG30460-RE;CG30460-RD;CG30460-RA;CG30460-RC;CG30460-RI;CG30460-RH;CG30460-RE;CG30460-RF;CG30460-RD;CG30460-RA;CG30460-RC;CG30460-RI;CG30460-RH;CG30460-RG;CG30460-RF;CG30460-RE;CG30460-RD;CG30460-RA;CG30460-RC;CG30460-RB;CG30460-RI;CG30460-RH;CG30460-RG;CG30460-RF;CG30460-RE;CG30460-RA;CG30460-RC;CG30460-RB;CG30460-RH;CG30460-RG;CG30460-RF;CG30460-RE;CG30460-RA;CG30460-RC;CG30460-RB;CG30460-RG;CG30460-RC;CG30460-RF;CG30460-RE;CG30460-RE,CG30460,265,240,155,1.21872284,6.04E-05,1
FBgn0029785,FBtr0345788;FBtr0070800;FBtr0070801;FBtr0070801;FBtr0070800;FBtr0345788;FBtr0070800;FBtr0070801;FBtr0345788,RpL35-RC;RpL35-RB;RpL35-RA;RpL35-RA;RpL35-RB;RpL35-RC;RpL35-RB;RpL35-RA;RpL35-RC,RpL35,4769,3256,2407,0.861644568,6.24E-05,1
FBgn0029854,FBtr0305177;FBtr0089870;FBtr0089869;FBtr0305177;FBtr0089870;FBtr0305177;FBtr0089869;FBtr0089870;FBtr0305177;FBtr0089870;FBtr0089869,CG3566-RD;CG3566-RB;CG3566-RC;CG3566-RD;CG3566-RB;CG3566-RD;CG3566-RC;CG3566-RB;CG3566-RD;CG3566-RB;CG3566-RC,CG3566,207,129,102,-1.221515691,6.49E-05,-1
FBgn0010387,FBtr0076915;FBtr0076916;FBtr0076915;FBtr0076915;FBtr0076916,Acbp2-RA;Acbp2-RB;Acbp2-RA;Acbp2-RA;Acbp2-RB,Acbp2,249,109,84,-1.292883247,6.66E-05,-1
FBgn0037592,FBtr0081869;FBtr0310047;FBtr0310048;FBtr0310047;FBtr0310048;FBtr0081869;FBtr0310047;FBtr0310048;FBtr0081869;FBtr0081869;FBtr0310047;FBtr0310048;FBtr0310048;FBtr0081869;FBtr0310047,CG11737-RA;CG11737-RB;CG11737-RC;CG11737-RB;CG11737-RC;CG11737-RA;CG11737-RB;CG11737-RC;CG11737-RA;CG11737-RA;CG11737-RB;CG11737-RC;CG11737-RC;CG11737-RA;CG11737-RB,CG11737,788,808,357,1.174679301,6.76E-05,1
FBgn0029766,FBtr0340460;FBtr0070777,CG15784-RB;CG15784-RA,CG15784,1391,1619,912,1.110424658,6.80E-05,1
FBgn0025839,FBtr0343049;FBtr0070386;FBtr0070386;FBtr0343049,ND-B14.5A-RB;ND-B14.5A-RA;ND-B14.5A-RA;ND-B14.5A-RB,ND-B14.5A,129,69,52,-1.280758299,6.81E-05,-1
FBgn0029791,FBtr0301083;FBtr0301084;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083;FBtr0301083;FBtr0301084;FBtr0301084;FBtr0301083;FBtr0301084;FBtr0301083,AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RC;AdamTS-B-RB;AdamTS-B-RC;AdamTS-B-RB,AdamTS-B,562,628,322,1.217082025,6.97E-05,1
FBgn0034406,FBtr0086622,Jheh3-RA,Jheh3,263,150,118,-1.090259127,7.22E-05,-1
FBgn0267348,FBtr0076382;FBtr0345031;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382;FBtr0345031;FBtr0076382,LanB2-RA;LanB2-RB;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA;LanB2-RB;LanB2-RA,LanB2,996,1221,570,1.146356649,7.32E-05,1
FBgn0039234,FBtr0334570;FBtr0301865;FBtr0306087;FBtr0084705;FBtr0334570;FBtr0301865;FBtr0306087;FBtr0084705;FBtr0334570;FBtr0301865;FBtr0306087;FBtr0084705;FBtr0306087;FBtr0334570;FBtr0301865;FBtr0084705;FBtr0306087;FBtr0334570;FBtr0301865;FBtr0084705;FBtr0306087;FBtr0334570;FBtr0301865;FBtr0084705;FBtr0301865;FBtr0084705;FBtr0334570;FBtr0084705,Nct-RE;Nct-RC;Nct-RD;Nct-RA;Nct-RE;Nct-RC;Nct-RD;Nct-RA;Nct-RE;Nct-RC;Nct-RD;Nct-RA;Nct-RD;Nct-RE;Nct-RC;Nct-RA;Nct-RD;Nct-RE;Nct-RC;Nct-RA;Nct-RD;Nct-RE;Nct-RC;Nct-RA;Nct-RC;Nct-RA;Nct-RE;Nct-RA,Nct,277,313,154,1.25415676,7.86E-05,1
FBgn0037443,FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0300261;FBtr0289940;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289939;FBtr0290327;FBtr0290326;FBtr0300261;FBtr0289940;FBtr0290327,Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RH;Tmcc-RE;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RD;Tmcc-RG;Tmcc-RF;Tmcc-RH;Tmcc-RE;Tmcc-RG,Tmcc,497,576,309,1.155586007,7.88E-05,1
FBgn0033132,FBtr0089030,Tsp42Ej-RA,Tsp42Ej,173,160,107,-1.142589989,7.88E-05,-1
FBgn0004426,FBtr0347605,LysC-RB,LysC,33,21,26,3.757668049,7.88E-05,1
FBgn0053459,FBtr0089859,CG33459-RA,CG33459,408,340,223,1.203822462,8.13E-05,1
FBgn0034162,FBtr0087042,CG6426-RA,CG6426,25,9,8,-2.008728829,8.60E-05,-1
FBgn0032935,FBtr0331678;FBtr0081487;FBtr0081487;FBtr0331678;FBtr0331678;FBtr0081487;FBtr0331678;FBtr0081487,Atg18b-RB;Atg18b-RA;Atg18b-RA;Atg18b-RB;Atg18b-RB;Atg18b-RA;Atg18b-RB;Atg18b-RA,Atg18b,527,480,269,1.075423596,8.66E-05,1
FBgn0039360,FBtr0084931;FBtr0331359;FBtr0084929;FBtr0084930;FBtr0331359;FBtr0084931;FBtr0084929;FBtr0084930;FBtr0331359;FBtr0084931;FBtr0084930;FBtr0084929;FBtr0331359;FBtr0084931;FBtr0084930;FBtr0084929;FBtr0084931;FBtr0084930;FBtr0331359;FBtr0084929,CLS-RC;CLS-RD;CLS-RB;CLS-RA;CLS-RD;CLS-RC;CLS-RB;CLS-RA;CLS-RD;CLS-RC;CLS-RA;CLS-RB;CLS-RD;CLS-RC;CLS-RA;CLS-RB;CLS-RC;CLS-RA;CLS-RD;CLS-RB,CLS,180,118,79,-1.119816124,8.66E-05,-1
FBgn0035710,FBtr0076961;FBtr0076959;FBtr0076958;FBtr0076960;FBtr0076960;FBtr0076961;FBtr0076959;FBtr0076958;FBtr0076961;FBtr0076960;FBtr0076959;FBtr0076958;FBtr0076961;FBtr0076959;FBtr0076960;FBtr0076958;FBtr0076961;FBtr0076960;FBtr0076959;FBtr0076958;FBtr0076959;FBtr0076958;FBtr0076960;FBtr0076958,SP1173-RB;SP1173-RD;SP1173-RC;SP1173-RA;SP1173-RA;SP1173-RB;SP1173-RD;SP1173-RC;SP1173-RB;SP1173-RA;SP1173-RD;SP1173-RC;SP1173-RB;SP1173-RD;SP1173-RA;SP1173-RC;SP1173-RB;SP1173-RA;SP1173-RD;SP1173-RC;SP1173-RD;SP1173-RC;SP1173-RA;SP1173-RC,SP1173,57,28,42,-1.450362227,8.76E-05,-1
FBgn0039656,FBtr0473405,CG11951-RD,CG11951,51,33,29,2.977092622,8.79E-05,1
FBgn0030864,FBtr0074475,CG8173-RA,CG8173,114,95,75,1.507124432,8.79E-05,1
FBgn0038799,FBtr0083889;FBtr0083888;FBtr0083889;FBtr0083888;FBtr0083889;FBtr0083888;FBtr0083889;FBtr0083888;FBtr0083889;FBtr0083888;FBtr0083888,VGlut2-RA;VGlut2-RB;VGlut2-RA;VGlut2-RB;VGlut2-RA;VGlut2-RB;VGlut2-RA;VGlut2-RB;VGlut2-RA;VGlut2-RB;VGlut2-RB,VGlut2,2,3,4,-3.144827093,8.96E-05,-1
FBgn0003118,FBtr0334554;FBtr0089717;FBtr0089715;FBtr0089716;FBtr0334554;FBtr0089716;FBtr0089715;FBtr0089717;FBtr0334554;FBtr0089716;FBtr0089715;FBtr0089717;FBtr0334554;FBtr0089715;FBtr0089716;FBtr0089717;FBtr0089716;FBtr0089717;FBtr0089716;FBtr0089717;FBtr0089716;FBtr0089717;FBtr0089717;FBtr0089717,pnt-RE;pnt-RB;pnt-RC;pnt-RD;pnt-RE;pnt-RD;pnt-RC;pnt-RB;pnt-RE;pnt-RD;pnt-RC;pnt-RB;pnt-RE;pnt-RC;pnt-RD;pnt-RB;pnt-RD;pnt-RB;pnt-RD;pnt-RB;pnt-RD;pnt-RB;pnt-RB;pnt-RB,pnt,261,239,132,1.232777382,8.96E-05,1
